text	label	prediction
前边挺搞笑的，后边的伤感也行	正面	正面
特效一流，沈腾演技精彩，配角演技也在线。 可以说除了不好笑，其他哪都好。 但我看喜剧片就是为了笑啊，无奈了。	负面	正面
一般！不推荐看	负面	负面
演技都很好，剧情尴尬，笑点也尴尬	负面	负面
非常好看！！推荐	正面	正面
挺感人的	正面	正面
好看。好笑。	正面	正面
很好看，一开始是搞笑，后面有点感人	正面	正面
开心麻花的电影果然不会让人失望，让人开心快乐是多么的难得 🌟 推荐	正面	正面
好看好看，超级好看	正面	正面
很好玩，可是结局不太理想。	正面	正面
暑期终于等到一部好看的电影了	正面	正面
笑着笑着就哭了，沈马的be永远的意难平	正面	正面
真的很好看！！🥹🥹🥰🥰啊啊啊啊啊哈哈感人又好看	正面	正面
轻松，感人，可爱	正面	正面
是真好！值得看	正面	正面
非常不错，喜欢沈腾和马丽。	正面	正面
挺不错的 值得看	正面	正面
特别喜欢老逗了	正面	正面
挺搞笑的，特别喜欢沈腾跟马丽	正面	正面
还可以吧，就没有很好，也没有不好。	正面	正面
非常好看的剧情	正面	正面
还可以，期望值太高了😿	正面	正面
虽然是很多不合理的软科幻喜剧，但重点是喜剧就够了，含腾量足够就好！ 剧中致敬了很多电影，有国外的，也有国内的，细品！	正面	正面
电影很不错，值得推荐。	正面	正面
很好看真的好看	正面	正面
非常满意，中国科幻的前沿，未来可期的电影发展方向，喜剧与科幻融合的典范，充满期待和敬重，大腕云集，满场笑点，大人小孩皆宜的一部科幻喜剧片，赞👍🏻	正面	正面
挺不错的 好看	正面	正面
挺好看的 搞笑也感人	正面	正面
画面很震撼!	正面	正面
剧情感觉每一个镜头的衔接，包括袋鼠的出现感觉都非常牵强，剧情上实在是差太远，不是沈腾的包袱；和沈腾演技的功力在这里顶住，这个片绝对算得上是烂片。不过有了沈腾的加持也只能给一个中评，绝对算不上好片，感觉今年的电影一次又一次的让人失望，没有好片出来啊	负面	负面
值得推荐 好看 搞笑	正面	正面
电影很好看的	正面	正面
好极了很好看的	正面	正面
极限的浪漫，送给宇宙，送给爱情，也送给普通的自己。虽然没有爆笑爆哭，但节奏氛围把握的挺好，足够商业。看得出导演的小心思和全局感，是个聪明人，不然也不会这么快拿下韩国大IP，想做点不一样又有商业性的。一定有人喜欢有人不相信很不喜欢。带我回家，没有鸡汤文学，就挺好！	正面	正面
好看的，特效、笑点、剧情都挺好，就是部分煽情的点有小尬，算是今年电影中的佼佼者了	正面	正面
挺好看的，笑点也挺多	正面	正面
还可以吧 就还行	正面	正面
非常棒 一部有创意的电影🎬力作	正面	正面
环境非常一般，态度也一般，没人看的影院	负面	负面
只能说是还可以 没有想象中的惊艳 所以金刚鼠这个角色的刻画有些过于丰富	正面	正面
剧情很棒，很吸引人	正面	正面
还行吧  前面搞笑  后面煽情	正面	正面
真的很逗，也真的很好哭	正面	正面
非常好看的一部电影，真的会让你大哭大小痛痛快快的感受一回主人公身上的大爱和小爱，就是最后的结局有点让人意难平，心里很不舒服。当然生活永远都不可能完美，就像电影一样才会让人记忆特别深刻。沈腾马丽永远是最棒的组合，永远不会让你失望，相信我这部电影绝对值得你走进电影院。	正面	正面
沈腾马丽从来没有让观众失望过，这次金刚鼠太棒了	正面	正面
。还可以。。	正面	正面
故事很好，只是结局有些小悲伤	正面	正面
很搞笑 很好看	正面	正面
剧情还好  前半段搞笑  后半段就那样 没有明日战记好看个人感觉	正面	正面
优点：特效很好，前期笑点多 缺点：后期有点严肃了，没什么笑点，我受够喜剧电影搞煽情了，这也能高分？反正往下拉个评分也改变不了什么	负面	正面
不负期待，一会哭一会笑。含滕量挺高。只要不从科学性的角度去评价，这是部接近完美的科幻片。 论表现，独孤月和刚子不分伯仲。其他角色都平平。黄子韬不画眼线而且说青岛话的时候还是挺爷们的……把独孤月的肉身和灵魂留在太空里，属实让人感觉有点悲怆。 果然，书也好 漫画也好，看不进去的时候，靠电影来演绎就不一样了。	正面	正面
挺好的，就是结局有点。。。	正面	正面
挺好的   轻松诙谐又有点感人 好演员搭配好作品 我们喜欢看	正面	正面
没意思！看睡着了	负面	负面
🌅 画面 有笑有泪，很赞	正面	正面
🌟 推荐 国庆假期带孩子全家去看的，平时的工作学习太多压力，看看喜剧片释放下挺好的，也喜欢沈腾的表演，骨子里的幽默，全程搞笑不断，也很感人-普通人的情感，放到全人类的高度也许本就是一个笑话，人生如戏，只为一乐，推荐想放松心情的朋友去看看	正面	正面
以为是个喜剧结果给我哭的….	正面	正面
有些小笑点可以的	正面	正面
好看，很好看啦，好好看	正面	正面
沈腾是我最爱的演员，电影也没让人失望。这部太好看，一边搞笑一边感人。棒棒的。	正面	正面
真的挺好看的，期待下一部	正面	正面
挺好看的 前面有多搞笑后面就有多悲剧 并没有强行煽情	正面	正面
还可以，含腾量很高	正面	正面
啦啊飞过了分开咯哦模棱两可	正面	正面
还行吧 没有很突出	正面	正面
太难看了…中国观众喜欢您 不至于就乱拍吧……忽悠中国观众 就算含腾量高就乱来 确实不能买账！	负面	负面
你可以永远相信沈马组合！麻花的剧很少让人哭的 、同时笑点也是很足、很棒的一部剧	正面	正面
只要有沈腾就满分	正面	正面
前面挺搞笑的，中间夹杂着温情，爱情，提现中国人的团结，智慧，和坚持!总之很好看!刚子是YYDS。全程萌萌哒~	正面	正面
嗯嗯好好好好	正面	正面
导演不知道是谁，好多场景氛围感总是差那一脚。解说片段过多。整体还行	正面	正面
即墨区忘记咯	正面	正面
强力推荐，中国式科幻喜剧	正面	正面
太好看了呜呜呜呜笑点足 泪点爆了好嘛 都给我去看呜呜呜	正面	正面
好看好看，强烈推荐	正面	正面
非常好看，不光有笑点，也有泪点，个人觉得刚子拉车那段是全剧的高潮点。。刚子拉着腾哥飞过万千星辉的那一刻:否极泰来的刺激和喜悦，在宇宙里驾着袋鼠的荒诞，特效打造的寂寂黑夜里的万千星辉。是那么纯粹的浪漫。这一段配上酷玩乐队的歌也是天衣无缝	正面	正面
挺好，去看看吧	正面	正面
好看感人浪漫	正面	正面
含腾量100你可以永远相信开心麻花	正面	正面
好看，特精彩	正面	正面
80分吧，还是可以一看！	正面	正面
。嗯嗯嗯 很好	正面	正面
腾味十足 笑中有泪 开心麻花yyds 真不错！	正面	正面
没有原来开心麻花的片子好看了	正面	负面
好看 推荐大家观看 很有看点 既好笑又感动	正面	正面
哈哈哈哈哈哈哈哈哈哈哈累额经纬就是静静时间	正面	正面
沈腾和马丽联手绝对不会让人失望。 真的是太太太太好看了！ 泪点和笑点并存，对人性的弱点和坚强都剖析的十分透彻，真的是超级超级棒的一部电影，一定要看！错过就太遗憾了！！！	正面	正面
一贯开心麻花的作风，作品精品，笑点多	正面	正面
还好，跟之前的没法比，没有那么多的笑点，可能走的路线不一样吧	正面	正面
剧情不错，情节感染而幽默	正面	正面
观看的只有三个人，也挺好	正面	正面
剧情一般，强行煽情了	负面	负面
电影特别好特别搞笑！	正面	正面
很感人，前面很好笑，后面哭的猝不及防😭	正面	正面
人间的真话本来不多，一个女子的脸红胜过一大片话——老舍《骆驼祥子》	正面	正面
我觉得一般般，都看睡着了。😆	负面	负面
太坑了，好无聊的剧情	负面	负面
反正也没更好看的，看看也无所谓	正面	正面
不好看 笑点少	负面	负面
好搞笑。。。	正面	正面
又搞笑又很感动	正面	正面
不错。超级棒	正面	正面
前半段搞笑，后半段感动，是一部非常好的电影，演员演技在线，剧情也好，真的是一部非常值得一看的电影 推荐推荐推荐	正面	正面
还可以，感人	正面	正面
还行，很好笑，诙谐幽默	正面	正面
很搞笑又很温情	正面	正面
都非常好！特别棒	正面	正面
真心推荐 去看。有笑的合不拢嘴 有让你哭的彻底	正面	正面
还可以的 剧情也还不错	正面	正面
有泪有笑，结尾感人，算是开心麻花团队最好的一部电影了	正面	正面
最终豆瓣评分不会超过6分，喜剧开心麻花一家独大也不是什么好事	负面	正面
真的太失望了，很尬的一部剧情，笑点也很老套，沈腾马丽的组合实在是越来越差强人意了	负面	负面
真的很好看 也会有泪点 真的就是含腾量满分！ 🌅 画面 画面也很美 反正就是强力推荐	正面	正面
挺好看的 好看到出乎意料 最后没想到的是竟然是个be美学 强烈推荐！	正面	正面
这么难看 不知道为啥这么高分	负面	负面
非常好看哈哈哈	正面	正面
没事看看还可以！	正面	正面
没有期望就没有失望，我想大多数人都是冲着沈腾和马丽去的，但是这部电影如此高的评分我着实感觉“德不配位”，不搞笑无逻辑很无聊，硬撑着看完整部电影，腰酸背痛，如果你有情怀，那我奉劝您带着情怀就好，不要有过高期待，否则失望的就是你；最后让我们一起期望沈腾和马丽下一部电影会有所突破。	负面	正面
真的超级好看！ 🌅 画面绝美，真的推荐大家去看，并不是普普通通的喜剧！！	正面	正面
沈腾的作品总是很有质量	正面	正面
非常不错，很好	正面	正面
还可以，挺搞笑的。	正面	正面
沈腾的电影真的有 一直都好看	正面	正面
很感人   感人	正面	正面
感觉像是欧亨利式的结尾。结局不落俗套，一下就戳中我这个be美学爱好者的心巴。	正面	正面
还蛮不错的   太搞笑了	正面	正面
挺好看的呢！	正面	正面
特效挺不错了，含腾量百分百，哈	正面	正面
😭 哭点 这种舍己为人的情感诠释的很好，包括人与动物之间生死之间生死选择，也体现出了人性的温暖，很好，强烈推荐在影院观看，氛围非常的棒。	正面	正面
太垃圾了，想赚钱不至于这样吧？	负面	负面
这破手机潇洒你这不肮脏色可啥意思呀咯体重破定制呀lienso ku	正面	正面
特别好看，搞笑。情节紧凑。推荐	正面	正面
从开始笑得肚子疼 到后面讲不出话 从我认知的搞笑片到发现这是一部悲剧片 独孤月不完全就是一个被薅羊毛最后一根毛都剩不下的人吗 从小没有家人没有朋友 特别孤独 到遇见马蓝星成为他生命里的光 他用自己点起全球所有人对生的希望 到最后要返回地球时拯救地球 除了马蓝星没有人在记得他 袋鼠成了英雄	正面	正面
不错很棒鹅鹅鹅	正面	正面
非常好看，我很喜欢！	正面	正面
果然    开心麻花没让人失望	正面	正面
真的好好看，那句马蓝星带我回家，爆哭	正面	正面
值得一看，非常不错。	正面	正面
今天的快乐是刚子给的 今天的难过是独孤月和马蓝星给的 好看 推荐！😣	正面	正面
电影院不行，	负面	负面
都说挺好 过来看看	正面	正面
挺搞笑感人的 笑着笑着就哭了	正面	正面
**  真**	负面	负面
挺搞笑的，，含腾量十足	正面	正面
有哭有笑还不错	正面	正面
没有之前夏洛特烦恼和西红柿首富两部好看，但无聊的话还是可以看看	正面	正面
原来爱很简单！只是这个爱是独孤月和刚子的爱！	正面	正面
特别好好看的	正面	正面
真的很好看 挺感动的	正面	正面
挺好看的剧情	正面	正面
很好看，不错哦	正面	正面
强行为了几个段子凑出来一部电影，各种老梗套用，玩尬的，后半段全无笑点，不推荐	负面	负面
很好看的电影，支持沈腾	正面	正面
还不错吧 主要是搞笑片 科学性的话可能没那么严谨 搞笑是很搞笑	正面	正面
冲着这含腾量，也得顶上来，有爆笑，有温情，捧腹的同时，也能潸然泪下。剧情完整，连插曲都让人回味无穷，能看的出来，歌词很用心。懂喜剧的人，把控一部喜剧，一定是好片子。里面的梗估计看过的人都懂。他俩的CP大旗，连正主都嗑，我们还有啥理由不喜欢！	正面	正面
真不知道评分怎么来的，看的没点意思，垃圾电影	负面	负面
剧情没有想象的好，笑点也一般，可能是期望值太高了。	正面	负面
结局不太好，还不错	正面	正面
金刚鼠是笑点所在，增加内容丰富性的	正面	正面
宇宙那么大，我会肯定会相遇的。 电影很好看，在搞笑的同时也很感人。值得一看	正面	正面
作为喜剧还行	正面	正面
还不错👍赞	正面	正面
宇宙那么大，我们还会遇见	正面	正面
好看，喜欢沈腾	正面	正面
真的很不错  上半场笑着哭  下半场哭着笑	正面	正面
放下脑子来看吧。。。但凡带一点脑子都会觉得一个不合理接着一个不合理。。。	负面	负面
3分不能再多了，剧情混乱垃圾，	负面	负面
剧情不错，画面还行	正面	正面
看了一半，有笑有泪！	正面	正面
跟朋友看的 挺好看	正面	正面
笑点不多，而且很多是强加的，至于有人说的感人，完全没感觉，就是一部看特效的科幻片。	负面	负面
非常棒！一级棒！	正面	正面
不错。挺好看	正面	正面
拍出个四不像	负面	负面
不错 有喜有悲	正面	正面
九分吧，他吃硬不吃软	正面	正面
相当棒了，非常好看	正面	正面
剧情跌宕起伏，音响效果好，沈腾演的独孤月从开始的自暴自弃到后面成长为真正振救地球的英雄，人物内心戏表演到位，催人泪下，值得推荐的一部好剧！	正面	正面
不错 很多笑点	正面	正面
演技可以，就是不整么震撼。算不上大片	负面	正面
前面非常搞笑，但是后面非常感动 。	正面	正面
整个画面还是很不错的	正面	正面
电影好看，很好笑，又很感动	正面	正面
很好看，比明日战记的剧情好太多了，有笑点有泪点，很值得一看👍🏻👍🏻	正面	正面
好看，喜欢沈腾和马丽	正面	正面
不错的，BUG挺多，但不影响剧情与喜剧效果。开心麻花团队的作品还是值得一刷	正面	正面
搞笑中带着感动，还是强烈推荐的	正面	正面
剧情好极了，很棒	正面	正面
失望至极…… 全程没笑过甚至想快进	负面	负面
挺好不错喜欢	正面	正面
剧情很搞笑，画面清晰，	正面	正面
体验了一把哭笑不得，刚有点泪，下个镜头就笑死，反正值得一看，好看含腾量真的很高	正面	正面
我想打90分，因为满分是150，剧情看到后面有点拖沓，强行的煽情，一个小时时间想睡觉	负面	负面
还不错，有点看头	正面	正面
不好看！！！	负面	负面
真的很不错的一部片子，中间很搞笑，想法也是蛮新颖的，就是可惜独孤月最后牺牲了	正面	正面
不错挺好看，最后很感人	正面	正面
还好吧但是有点抄袭	正面	正面
还可以吧挺好看的	正面	正面
很好看，想要二刷的程度	正面	正面
沈马yyds！！！真的很好看、有笑点有泪点，结局给我的感觉就是喜剧的内核是悲剧，be美学的魅力！！	正面	正面
还是很不错，带孩子看	正面	正面
因为看了赵石的原漫画，所以对电影期待值爆表，但是一些剧情的改变，会消失一些笑点 与此同时，腾哥自带的笑点让人惊喜，可以看得出超级用心！	正面	正面
特效真的算国产顶级啦 虽然有些部分能看出来袋鼠是人扮的 而且有些部分人物口型台词对不上 总体来说真的不错 一部完整的逻辑清晰的、 合格的科幻喜剧爆米花电影	正面	正面
画面流畅、清晰、很有质感，剧情幽默、励志、感人，值得观看	正面	正面
好好看！！想二刷了	正面	正面
好看，孩子看了两遍	正面	正面
一般般，没什么出彩的地方	负面	负面
沈腾马丽合作好，月球厉害	正面	正面
作为科幻片都不够入门级别的，喜剧片勉勉强强，就像个大型小品一样，台词都是浅显炒冷饭、刷老梗，整部片子像肥皂剧一样，看了，你问我看了什么我能告诉你大概剧情，你要是问我有什么印象深刻的场景或台词，对不起，没有，没有那种直击脑门的场面和台词。自从李焕英以后只要是稍微有点背景的影片，那个评分就高的离谱，名不副实。现在独行月球9.3，和复仇者联盟这些就差一点点，甚至还有一大部分不如它，费解。	负面	负面
还是蛮感人的	正面	正面
搞笑又感动😹	正面	正面
是真的不好看，谁看谁知道，不知道这么高的分是哪来的	负面	负面
---20220816『独行月球』🌘  🎟️​“宇宙那么大，我们还会遇见”。浩瀚星河，群星闪耀。星光所及之处，便有人仰望星空。缘起缘灭，是命定，亦是轮回。 🎟️​上映正赶上成华封区，等到解封了，应疫情管控附近还没一家电影院开门，等附近电影院陆续开门了，成都高温橙色预警，想看又不想出门被热死，可纠结死人☹️然而收到好多安利，终于忍不住，还是在35℃的夜晚去影院补上了 🎟️​沈马时隔七年的又一长片，依旧是满满的默契🤩意想不到的包袱抖得够响，一人一鼠的爱恨情仇也狠狠感动！有笑有泪，是纯纯的开心麻花味啊！btw太空部分的画风构图我可是太爱了！	正面	正面
可以看，可以看而已！	正面	正面
演技杠杠滴👍👍👍	正面	正面
不错的，就是有点辣，不过还是很好吃的。不错的，挺好吃的，就是量有点少。	正面	正面
好看，有笑点有泪点	正面	正面
挺好的 值得一看	正面	正面
好看，有哭有笑，情节也很好看，推荐👍👍👍	正面	正面
生命的意义是什么？是活着，是爱所爱的人，是奉献和牺牲。沈腾诙谐幽默的传递了生命的意义，笑着笑着就哭了	正面	正面
结尾的牺牲太狗血了，耐不住腾哥的哭戏实在真挚感人，希望高能游戏快点上映	正面	正面
腾哥出品 必是精品	正面	正面
不知道怎么说，只能说是我心中的第一	正面	正面
🌟 推荐不错很好看。	正面	正面
二刷了还是被笑哭🤣戳我泪点又戳我笑点的	正面	正面
可以看，不是最好	正面	正面
组合没让人失望过	正面	正面
没想到黄子韬愿意丢掉偶像包袱，原因扮丑愿意当配角 。不过黄子韬的确很帅，穿的破破烂烂也很帅	正面	正面
不吹不黑，的评价一下，故事架构，剧情及演技，三点简单说一下  1，故事架构和流浪地球的框架一样，因为地球受到了危难，在月亮上开启了防御地球计划，也是一个孤独英雄和地面团队合作，开展拯救计划，可是因为要有英雄所以必须有牺牲，个人觉得整个故事框架吃鱼导演还是有copy流浪地球的嫌疑，虽然影片也说了流浪地球和吴京  2，剧情整体流畅，但是安排了一些类似于李亦儒掉登的梗，黄子韬的方言梗，估计是对麻花期待感比较高，整体剧情不算幽默，整个影厅也听不到什么笑声，大家也都在嘀咕剧情并没有风评的那么好笑，我觉得从剧情上来讲，真的只能获得3分，可能我笑点比较高，反正从头到尾没笑  3，演员整体演技全部在线，没得说，尤其是马丽那段电梯表演，我真的心动了	负面	正面
没有剧情 烂片	负面	负面
笑完哭，哭完笑，纸巾用的格外快。之前一直没有get到马丽的颜值，这一次真的感受到了。这也太帅了吧！ 宇宙级别的浪漫，两人的合体真的满足了期待。	正面	正面
好看，还可以	正面	正面
好看很搞笑.	正面	正面
说不好不会被骂吧？	负面	正面
可以，很搞笑	正面	正面
好看 但没那么喜欢	正面	正面
还行，不是烂片	正面	正面
挺震撼的还搞笑	正面	正面
冲着喜剧去的，结果一点也喜剧	负面	正面
搞笑且感动，不错	正面	正面
沈马永远的神 呜呜我爱沈腾马丽老师	正面	正面
好电影，值得一看。	正面	正面
非常好看 开心麻花很用心	正面	正面
可以 没失望 有笑点有泪点 可以看可以看。	正面	正面
结局太强行煽情了 结局我感觉我在看流浪地球 除了结局 前部分还行	负面	正面
剧情很好，我很喜欢！有泪点也有笑点。	正面	正面
特效很棒，故事剧情有待改进	正面	正面
为了看沈腾，近期电影里可以一看的，不浪费钱	正面	正面
真的特别感人与搞笑	正面	正面
还可以吧，挺好	正面	正面
不错 挺好的 含腾量很高	正面	正面
非常好 1111	正面	正面
一般般看不懂	负面	负面
可以，好看，很不错	正面	正面
太好看了，4G特别的刺激	正面	正面
情节一般哈，强行搞笑。	正面	负面
十分好看⋯我们	正面	正面
挺不错👍，	正面	正面
张吃鱼导演的这部独行月球还是很不错的，它的剧情设计的非常符合现实，可以推荐👍👍👍	正面	正面
巨好看，推荐推荐	正面	正面
一般般，没以前好	负面	负面
非常好，给你九分，怕满分你骄傲！	正面	正面
不错的，值得观看	正面	正面
还可以，前面很有意思，后边很像吴京电影流浪地球；	正面	正面
看过原著的再看这个实在有些尬～	负面	负面
烂片，懒得睡瞌睡	正面	负面
可以的挺好看的	正面	正面
还可以，孩子也能看	正面	正面
非常好很好看	正面	正面
太搞笑了，看了绝不后悔	正面	正面
不多说，赶紧买票去看	正面	正面
好看就是结束不喜欢，不过也许这就是人生总有点遗憾。	正面	正面
还挺不错的吧	正面	正面
很喜欢这部电影，内容生动有趣，最后结局很感人。为身后默默无闻献身航天事业的英雄们致敬，我们的和平与稳定离不开这些英雄的付出！	正面	正面
好看	正面	正面
又搞笑又感人的，感觉还是不错的	正面	正面
沈马组合 必须看啊 太太好看了	正面	正面
非常不错👍😌	正面	正面
又哭又笑 好看好看	正面	正面
不咋样	负面	负面
笑点不好笑，全场大家有尬笑五次？泪点不好哭，强行煽情	负面	负面
含腾量满满，故事还可以，情节有点曲折，细节不必去追究，笑一笑，也蛮好。总是看到马丽绷着一张脸也不是很舒服，这难道是剧情需要？虽然是一个带有科幻性质的电源，但千万不要把它当成科幻电影。这是一部喜剧。	正面	正面
可以永远相信沈马，发挥一直很稳定，结局很喜欢没有强行大团圆	正面	正面
特别甜，不虐	正面	正面
自己一个人去看的，感觉还不错 有一个彩蛋	正面	正面
特别好看，有哭有笑。	正面	正面
可以，一般般	正面	正面
挺好看的，加油	正面	正面
不知道这么高的分哪里来的，和夏洛特烦恼相差太多了。	负面	负面
很不错  非常喜欢	正面	正面
挺好看的，搞笑剧	正面	正面
沈马cp绝绝了 喜欢	正面	正面
搞笑确实还行，但煽情方面还是不够真实！就是一本喜剧里偏要放点其他东西，味不纯了！	正面	正面
很好，开心麻花值得信赖	正面	正面
画面和特效是真的很好看啊！！尤其是爆炸的那段，我觉得完全可以拿来当壁纸，剧情也OK，其中的笑点是真的很多而且真的很好笑，尤其是点灯的那个时候，真的头都给我笑飞，最后吧我觉得这个结局还是比较出人意料的，不同于平时的大团圆的结局一下子就让我感觉是有点东西在里面了。	正面	正面
很好看。有喜有悲。	正面	正面
还不错 👍👏	正面	正面
好好好好👍	正面	正面
剧情紧凑，特效不错	正面	正面
喜欢沈腾演的戏	正面	正面
呜呜呜 好看 虽然有感情戏 但是是格局很大的感情 不拘泥于两个人 七夕才来看 但是很喜欢	正面	正面
挺搞笑后面催泪，沈腾马丽演的不错，结局也很真实，没有玛丽苏	正面	正面
可以😌！好	正面	正面
垃圾 没零分选项	负面	负面
好看，值推举，非常搞笑	正面	正面
一级棒支持国产	正面	正面
可能期望值太高，剧情太老套真心不好看	负面	负面
还行，就是搞笑	正面	正面
有包袱有感动还有中式英雄主义！！值得一看！	正面	正面
挺有喜感的一部电影，大人孩子都适合看	正面	正面
一个回不了家的人，是孤独的。一个死也没能落叶归根的人，又悲壮又孤独。	正面	正面
挺好看，有意思	正面	正面
“我的肩扛得起整个星河，却扛不起你思念的泪” 马丽，沈腾演的还有什么可说的，欢笑接连不断，但是在情节穿插的过程中，也有不少泪点，剧情跌宕起伏，让人猜不到下一步的做法和发展态势，非常吸引我，袋鼠在之中也是一个点睛之笔，妙趣横生，如果你想要一个开怀大笑又不失泪点的观影体验，我个人觉得非常推荐！	正面	正面
扣人心弦，太好看了	正面	正面
沈马组合就觉得不简单，看了之后果然没让我希望，剧情很搞笑也很感动。 🌟 推荐	正面	正面
沈腾马丽的电影，必须好！大卖，真的爱死了	正面	正面
太好看了  特别搞笑	正面	正面
又搞笑又感人 值得票钱	正面	正面
小红书果然没有骗人全程只有尴点！我都带上耳机开始听歌了 ！	负面	正面
麻花还是那么搞笑 后面哭的要死	正面	正面
爆笑连连，非常，非常，非常推荐！重要的事情说三遍，一定要看，一直支持沈叔叔！！！	正面	正面
好！非常值得一看	正面	正面
跟孩子去看的，孩子说还可以	正面	正面
很不错 画面感很强 磕沈腾马丽	正面	正面
一般般，结局不好	正面	正面
挺好看的，真的	正面	正面
沈叔叔就是票房保证	正面	正面
有搞笑，有道理，很棒。	正面	正面
沈叔叔的电影好看，不错	正面	正面
还可以，喜欢沈腾和马丽	正面	正面
我觉得相当一般	负面	负面
有点失望，这不该是沈腾该有的表现	负面	负面
很好看，前期搞笑，后期感人	正面	正面
爱一个人，拯救世界，为伟大事业牺牲，是男人的终极浪漫幻想了	正面	正面
还行，看完记忆不那么深刻，笑点也一般	正面	正面
就那样吧也没啥意思像火星救援剧情太老套	负面	负面
很感动啊……	正面	正面
很搞笑值得去看	正面	正面
还不错   挺好看的	正面	正面
'嗯好好看放松	正面	正面
又哭又笑，都是腾哥给的，真的是特别好的电影！！	正面	正面
感觉还行，感觉有一些存在比较奇怪的地方，但是总体上还是不错的，沈腾还是把搞笑和煽情融合的比较好的，算是值得一看吧。感觉最近中国拍的太空题材的还是不错的，继续加油吧。我对此很有信心的。	正面	正面
电影太好看了吧	正面	正面
真的拍的很不错，每一个瞬间腾哥都把人物的感情演绎的淋漓尽致，去接刚子的时候，在面对生存和伙伴他选择了后者，很感动，刚子是他唯一在孤独的月球生活中的同伴。并不是每个人都可以当英雄，独孤月的沉着冷静幽默和误以为地球发来的信号支撑着他度过了几百天，他用自己去守护了他所爱的家园和每一个人，醉后化成了蓝色光环一直在我们的身边👍👍👍👍	正面	正面
说实话，很失望。	正面	负面
无聊。。睡着了	负面	负面
所以马蓝星等到独孤月了吗？	正面	正面
可以看，没有太多新意和新梗。合格的爆米花电影，打发时间的话不亏。	正面	正面
感觉剧情不太链接	负面	正面
去看的时候没想到会是感人的，去了5个哭了2个半，我觉得感人级别还是不错的，腾哥搞笑yyds	正面	正面
开心麻花让我惊讶！本来看了一些差评不抱太大希望，但是开始看后就觉得剧情很吸引人，除天文物理知识不懂外，剧情没有硬伤。两位喜剧演员没有以往喜剧代入感，很适合角色。哭了好几回，沈腾演这种正面人物也很有说服力和感人。道具服装场景等很逼真。 笑中带泪，有家国情怀也有儿女情长。	正面	正面
挺搞笑的，但更多的是感人，很励志	正面	正面
比较富有想象力的一部电影，就是最后有些惆怅。	正面	正面
疫情时代下，我觉得这个主题是很有意义的，如何在绝望中寻找希望，正是给当下这个经济低迷，世态动荡下人们低落的情绪加了一针强心剂，有助于提升社会积极应对任何挑战的决心。我相信执着的力量，那种在逆境中前行的勇气永远值得点赞！我觉得这是一部良心之作，处处透露着创作者们对细节的完美追求，满满的诚意打动人心。我觉得这是近年来那么多喜剧中最打动我的一部！轻松好看还能有点意义，真不知道为什么那么多人觉得作品把观众当傻子，喜欢看就是硬道理，那些自视品味很高的仙人可以闭上你们不懂“尊重”的嘴，这部作品完全没必要被喷，我欣赏沈腾的创意，如果买IP那么简单，为什么近几年我都看不到几部真的能让大众入心入眼的佳作。任何作品，有市场才是王道。	正面	正面
蛮好看的，很励志，带大一点的孩子看看还可以哦，	正面	正面
喜剧和科幻题材相结合题材很新颖，但观众不太好共情，导致片中煽情片段没有共鸣，觉得很尬。   不仅因为是喜剧片，在服化道非常用心，特效浑然天成，希望以后能有同类的电影，甚至超过他。	正面	正面
总体来说还是不错的。	正面	正面
我后悔了，我情愿在家躺着玩手机！	负面	负面
真的很可以	正面	正面
很搞笑，我儿子笑的前俯后仰的	正面	正面
很好呀 我喜欢	正面	正面
睡着了，醒了就散场了	正面	负面
科幻搞笑片  来自宇宙的终极浪漫是变成星带永远守护你 值得一看	正面	正面
原来含腾量不是搞笑的保证	正面	正面
一般，可看可不看	负面	负面
很有意思 很好看	正面	正面
太好看了吧，差点没把我笑过去。	正面	正面
好看哦，可以康康	正面	正面
后面很感动😭	正面	正面
煽情过久，而且都知道袋鼠是澳大利亚的代表，最后树个袋鼠纪念碑，啥意思啊？	负面	负面
剧情不紧凑、内容不充实、有点尬、硬凑笑点、	负面	负面
挺好看，结局很意外。	正面	正面
一般般。特别是后40分钟，看得想睡觉。	负面	负面
真心一般，偷票房，不然怎么会有这票房，还有就是洗东西，大家都懂	负面	负面
梗还都在梗上	正面	正面
演技都很棒啊！后面真的太好哭了 🌟 推荐  😂 笑点	正面	正面
不错不错，挺好看，	正面	正面
腾式喜剧，值得一看	正面	正面
真的很不错呀	正面	正面
好看好看的电影。	正面	正面
好看！哭的稀里哗啦！呜呜呜！	正面	正面
搞笑又感动的电影	正面	正面
还可以，演技逼真！	正面	正面
太好看了吧，刚子说他不坐，他要飘回去	正面	正面
真的是很好看，不愧是黄金组合	正面	正面
可以值得推荐带小孩子去非常棒	正面	正面
有沈腾的电影，质量还是有保证的。	正面	正面
好看，赞赞赞赞赞赞，喜欢开心麻花	正面	正面
腾点超级高~	正面	正面
挺好的，就是有些不喜欢在月球上一个人孤独的氛围	正面	正面
剧情垃圾，爆米花电子又没有笑点	负面	负面
剧情不拖沓，有感人有搞笑，点赞，很值得看	正面	正面
不错不错，前期搞笑，后期感人	正面	正面
沈腾从来不会让人失望，你可以永远相信他。	正面	正面
好好笑，笑死了	正面	正面
还阔以的看咯	正面	正面
超级无敌好看	正面	正面
挺好看，，，	正面	正面
好看，不过超越不了以前的	正面	正面
