评分	评论
1	挺好看的，前面有点搞笑，后面挺感人的
1	还行咯咯咯咯
1	买了票，没去看
0	期待感过于高了，还是期待沈腾下一部电影吧
1	还可以 最后悲剧结尾我觉得挺好的 不然我会觉得太老套了
1	挺好，电影还不错
1	还可以，没有预期好
1	还好还好好好
0	剧情一般，科幻片不科学，情景道具等等到处败笔🧙‍♀️
1	很感动。。。
1	开心麻花出品，值得一看
0	第一次把我看瞌睡的电影，没看完就想出去了，也不知我笑点高还是咋的，不知为啥评分这么高，以后新片还是要等等再看，不能跟风
1	不错 。。。
1	真的笑点泪点同时在
1	剧情挺感人的，画面好，演技也好，沈腾和马丽不会让你们失望的，可以去看，直接冲！！！
1	很好看，带有欢乐，浪漫和感动
0	看着看着就睡着了，醒了就到了煽情的地方了，感觉搞笑的地方有点尴尬😅不是特别吸引人
1	开心麻花的电影都不错
1	非常好不错。
1	不错，还可以
0	剧情一般般不是很好看
1	还可以，整部戏就靠沈腾的演技撑着，腾哥有点累，如果有不足，都是导演的问题。
1	笑死了哈哈哈哈
1	真的很喜欢这部电影！
1	剧本很好 演技很好 画面很好 题材很好 被落下的孤独月在月球很坚强 独自和一只袋鼠生活 一直没有放弃回地球 只要坚持就有希望 影片能给人力量感 让人有勇气面对孤独 在黑暗中前行 影片严肃中不失幽默 很多小的包袱特别麻花 开心麻花没有让观众失望 推荐大家观看
1	挺好看的 我喜欢
1	还行吧，没有想象中好看
1	电影院座位有点旧了，其他还好
1	支持沈腾马丽，笑点挺多的一部电影，全程合不拢嘴
1	还可以！有点懵懵懂懂的感觉
1	好看好看  笑点泪点都很足 诚意满满的良心之作  我爱开心麻花🌸 🌸 🌸 🌹
1	看着看着我孤独了，虽然不像夏洛特烦恼的喜庆，虽然没有西红柿的欢喜，我也挺喜欢这个片子，因为我又感觉到孤独了，孤独才能抛开平时琐碎的事情去思考，要是真的出现了片子里地球那样的彷徨，在有老有小的我，真心不想留下太多的遗憾……所以，没理由不争取很多很多的事情……
1	科幻喜剧，随然不是那么贴近生活，但还是一次值得鼓励的尝试，百分百的含腾量还是值得一看的。
1	整体不错！喜欢沈腾本腾！哈哈
1	还可以推荐看
1	太棒啦。超搞笑，
1	搞笑，支持支持
0	睡着了。。。。
1	不错，有笑点有泪点，感动偏多
1	超级好看，强力推荐
1	笑了就行了。
0	一般一般。。
1	非常好 喜欢开心麻花喜欢沈马组合 🌟 推荐  😂 笑点  ✨观影贴士
1	好看 绝绝子
1	不多说了 快去看
0	一般般吧，主要是马丽一说话我就出戏，哈哈。沈腾还是自带喜剧效果的，不过都上月球了，还这么胖……最后一点，我以为合家欢，结果居然死了……😅😅😅
1	好看，喜剧居然给我看的有点感动。很不错的电影，不是烂水的商业片，沈老师成就了这部电影！！
1	剧情很不错，选材角度新颖，剧情在搞笑与波荡起伏之间向前推进，结局虽然不是大团圆，但看完心情反而从兴奋与失落间找到了一个平衡点，归于平静，不单单是追求搞笑或某一个单纯的目的，而是看完后会引起强烈深思的一部电影，强烈建议！！！演员的演技都在线！强推！
1	没有太惊艳，但还是可以的
1	喜剧与科幻的结合，很不错(๑>؂<๑）
1	袋鼠演的真好
1	不错，笑中带泪，超级喜欢沈马组合，最后的结局也是那种遗憾的，宇宙这么大，我们还会相遇。
1	不错，剧情完整
1	剧情还是很连贯的，沈腾演的还可以，马丽一般般，没演出紧迫感，没有很差但也没有记忆点，有可能是我要求太高了吧
1	看完《独行月球》后劲特别大，沈腾马丽本身就是行走的开心果，给影院的观众带来不少的欢声笑语，还有感动。还有常远、黄才伦、李诚儒等知名演员，可谓是惊喜满满，暑假必看影片啊。  这次开心麻花竟然把电影拍到了月球上！作为一部科幻喜剧，电影不仅笑点和转折都很密集，科幻呈现也很厉害。独孤月在我们熟悉又陌生的月球上，来了场奇妙的旅行，很多镜头都非常美，满足了我对外太空的所有好奇心。  马蓝星和独孤月的每一次对话都戳中了我的心巴，寥寥数语可抵世间情话，沈腾极力克制的复杂表演让我落了泪，真的很能带动情绪，产生强烈的共鸣。马丽沈腾的快乐形象过于深入人心，这次带来的强大反差感很是惊喜。在搞笑的台词和情节下，是马丽和沈腾的用心刻画，专属于独孤月和马蓝心的铭心爱情，影片也打造出了拥抱着宇宙级别的浪漫。  这个夏天带着你爱的人一起来场神秘之旅吧！
1	还可以，看看
1	太喜欢了 沈老师真的太好笑了
1	搞笑又感动。可看
1	剧情不错 画面好 特效厉害  值得推荐
0	不该给予太高期望的，剧情好尬，完全戳不到笑点，失望
1	挺喜欢的，真的好喜欢沈腾
0	感觉不好笑啊，不知道评分好评哪里来的
1	棒棒，有二刷的冲动
0	一般水平，哈哈哈哈
1	沈腾老师每次都不让人失望
1	不错花露水哦里
0	不搞笑，过了十年，每个人还是老样子！强行英雄主义！
1	沈叔叔的电影很棒
1	又哭又笑，很喜欢，沈马组合，yyds！
1	太好看了，含腾量超高
1	独行月球，很好看，推荐
0	可以看，个人
1	既有笑点又有泪点，不错的喜剧电影
1	很好，给我光和希望，勇气！
1	腾式笑点，麻花出品的电影还是可以追一下的
1	好看，超喜欢那个袋鼠🦘，很可爱呀
1	画面太美了，很可以
1	好看好看好看好看好看好看，强烈推荐。
1	笑点多，演技没得说，就是结局有点。。
1	情感很真实，很容易被触动，爆更的点也特别好。那怕是配角演员也把情感展现的特别好
1	很棒呢！！！
1	太好了，看了好几次
1	好看！你可以永远相信腾哥！笑点多泪点多，无尿点，最后升华也不尴尬，值得一看
1	值得去看看。
1	挺好看，也很好笑
1	真的不错，很喜欢。
1	挺好看的 最后死了挺好哭的
1	剧情很好，没有辜负期待。
1	一般，不太好
0	因为这部电影，对沈腾的电影忽然没了期待。也懒得评论了。
1	回复复古鳄鱼高考成绩查询看反馈顾客
1	作为国产科幻片，还是很不错的，老少皆宜。一开始被扔下很搞笑，大袋鼠刚子与男主的打闹又增添了许多笑点；平凡的男人，被丢弃在月球上，从一开始吃喝不愁，到心灰意冷坐吃等死，到后来重拾信心，一番大的动作，想凭一己之力离开月球，甚至不眠不休绕月一周，几经生死…这才发现原来这个搞笑的男人并不平凡甚至堪比卓越，能进入月球，哪怕是维修工也非常人可比！历经三年，最终可能返回地球，也激励了大批在灾难笼罩下的地球人，以为功德圆满，却又出现反转…令人唏嘘。观后感觉：不能小瞧一个普通人，哪怕很搞笑，但关键时刻也可能有大能耐，甚至成为一个拯救地球的大英雄，而且拥有真感情的凡人，好过很多虚情假意的能人！
1	很搞笑，值得一看。
1	小孩免票怎么不说，还要是别人告诉我。。
1	真是元气满满的一天呐 🎉闪光点
1	开始特别搞笑，后面有点小感人
1	特别好，这才是电影，应该有的样子，强烈推荐大家去看。排片率那么高是有原因的。
1	好看，沈腾作品升级了，从此开启2.0版本！为什么只能给9分呢？我想给9.8分的
1	很好，非常好看！
1	不错👌值得一看
1	爱护地球，爱护环境这种大爱型的电影
1	不错，加油奥
1	轻松幽默的方式展现科技的力量。
1	笑点比泪点多
1	还可以😊👥
1	整体还是挺好看的，喜剧元素很丰富，科幻部分也做得不错，沈腾马丽的组合就是品质的保证。
0	真的不好笑 没什么亮点
0	画面不错，剧情老套，老梗，尬笑！
1	非常棒！精灵旅社万岁！
1	特效超群，两发催泪弹！
1	一般般，高开低走
1	很好看，推荐去
1	还可以，国产电影有进步。
0	比较失望，没有想象的那么好。搞笑也不行
1	好看极了！强烈推荐
1	有点模仿美剧里的情节，不过作为不多的国产科技电影🎬值得一看
0	画面还是可以的，笑点就没有那么多了，一般般，不要期望太高，也不要要求太高。多久没有好看的电影了。凑合热闹吧。
1	电影是不错的，但是电影院不行，第一；我们进去是摸着进去的，不开灯，，，直到电影开场都没有开灯，散场也没有开灯。第二；这种宇宙片，屏幕上一直亮个定位灯，，，，想想什么感觉吧，我到底当它是一颗红色星球还是。。。。
1	沈腾出品，必属精品，笑死了
1	喜剧的方式描述太空的宏伟，比起那些鲜肉拍出的电影可谓大大的赞，期望导演，演员组给我们带来更好的电影！
1	电影在搞笑与悲伤之间的转换衔接感觉挺好的 🌟 推荐  😭 哭点  😂 笑点
1	剧情紧凑，棒极了
1	三次泪目，次次慨然。 平庸、独行、彷徨、撕裂、陪伴、生命、抉择、颓唐、 孤勇、希望、渺小、人类、力量、浩瀚、守护、蔚蓝…… 何为冷寂 何为鲜活 人是独孤月，月却不孤独。 四野阒然，独行其间，波澜曲折，打马而过。 许许多多感悟在心头，泪滴落，深感值得。
1	非常推荐大家去看
1	蛮好看的，这次特效是个亮点
1	前半场一顿笑…后半场一顿哭…哎我去…大片的赶脚…沈腾入戏，玛丽感情再投入些就好了！
1	非常好看，相当好看
1	绝了，看了点映，沈马cp  YYDS
1	今年最好看的电影
1	还可以吧！！
1	科幻大片即视感，有哭有笑，非常不错。
0	一般般吧，没有想象中的好看
1	二刷  还是很不错的 支持
1	国内最近难得可以看的片子，有笑点有泪点，虽然剧情很俗套
1	真的好好看 一个人撑起一部剧 我怒赞
1	很好看 沈腾的电影 没有一部是烂片
1	搞笑啊搞笑啊
1	好感动，看哭了
1	很好看不错，可以去看看
1	好笑，沈腾没有袋鼠演的好。
1	爆笑啊，看完很减压
1	可看看你的照片啊啊啊啊啊啊
1	嘎嘎不错  加油
0	一般般，笑点挺尬的
1	推荐看，不错！
1	您明明哦明明哦
0	我感觉电影前半段还行，后半段一会搞笑一会煽情的，给我看困了
1	满分能坑一个是一个
0	不好看，看到睡觉了。很无聊，算不上喜剧，总说拿主角跟星爷比较，没有可比性，差远了
1	剧情跌宕起伏，各种反转包袱，搞笑中又充满了感动，沈腾的不愧是百亿影帝让人不自觉的代入到角色中去，当看到主人公丧失斗志但是又被全球人民用手灯照向太空给他信息的时候我感觉自己也是身临其境，不由自主的摸出了手机，眼睛被泪水模糊，值得观看。
0	故事没讲出故事，笑点也极低，根本就是一个拼凑出来的小品，无聊至极
1	在全人类为沈腾点亮地球的时候，那一到被感动了
1	喜剧中带着感人
1	值得去观看一下
1	好看，很喜欢刚子
1	我感觉还行。还是很感动
1	特效做得很好 笑点密集
1	非常好很好看
0	想以后这样的综艺不要再收费了，也不要再碰瓷“电影”
1	电影前期来说挺搞笑的，结局也是意料之外，情理之中，演员们的演技在线，沈腾和袋鼠之间的关系历程很不错 和马丽之间的感情戏也很舒服，包括最后为了拯救地球而牺牲，都很吸引我，整个电影搞笑又真情流露，故事情节连冠，电影立意主题很好的，整体感觉这个电影很喜欢，推荐朋友们观看。
1	非常不错，笑点泪点相结合，值得观看
1	节奏把握的不错
0	总体感觉很一般，中间我竟然睡着了，故事大纲感觉雷同火星救援，总体感觉很失水准，不建议观看，对不住这个票价！
1	小电影，大内涵！ 我们的生活中，有很多很多人在默默无闻的奉献或牺牲，珍惜当下的拥有。
1	很好看哦，搞笑也感动
1	画面和特效都很棒
1	OK，可看，很搞笑
1	挺好，还得看他的作品。
1	很好看，额度很黏
1	特别好，月球的场景太真实了，后面好感动，都流眼泪了，值得一看的电影
1	个人特别喜欢这部电影的设定和寓意！我腾的演技自然不用多说，那叫一个绝！虽然包袱创意没有过多的翻新，但是用得还是挺舒服的！能够让我去到影院支持的星级演员真不多，就腾哥和星爷。所以，希望大家去到影院看这部电影的时候，更多的是带着轻松享受去的，而不是带着键盘在敲。
1	满分！这部电影让我有了颇多感慨。麻花团队主演，效果很不错。剧情很棒。由于特效是流浪地球团队制作，所以里面可以看到流浪地球的影子，致敬了流浪地球，也致敬了吴京。从电影最后来看，电影致敬了中国航天人，它不像以往我们看到的贺岁片自己致敬片那样直白，太刻意去表达对一段历史和一些人物的致敬，而是通过他们工作中遇到的困难与磨难来表达中国航天人的工作之辛苦。不仅致敬了中国航天员，还致敬了中国航天的发展史。电影中“广寒宫”空间站，不仅预示着中国空间站的成功建设和中国探月计划的实施，在古代广寒宫是嫦娥与玉兔的居住地，而在电影中成了，独孤月和金刚鼠的逃生舱！一男一女，袋鼠和玉兔的对比，更突出了电影的喜剧性，同时也包含着中国人对传统文化的传承。影片最后独孤月独自一人带上核弹拯救地球那一段，致敬了流浪地球中吴京独自一人驾驶飞船进入点火区那一段。在最后人类重建家园，再次对月球进行探索，表达了人类无止尽的宇宙探索，表达了人类对未来美好生活的向往与追求，同时也表达了人类对未知领域的探索又进一步。最后说一下个人观点。独孤月致敬吴京，拯救了地球，而最后人类重返月球基地，独孤月再次出现，也暗示着《流浪地球2》的出现。
1	好江河湖海豪华
1	有笑点有泪点有沈腾有马丽有味儿！
0	剧情俗套，10年前的笑点
1	还可以，乐一乐
1	挺搞笑的一部
0	笑点不多，看着看着就瞌睡了！可能演的比较有深度了，不适合我看了
1	这部电影值得推荐，挺好看的，虽然大部分都是搞笑的，但最后沈腾牺牲的那个片段让我这个当兵的也潸然泪下。
0	前半部分太无聊太尬了，电影院总共六个人，有俩看不下去中途退场了，后半程有些中二不过还能看下去，去电影院看这个有点浪费的感觉
1	☁心往前走，总会看到光
1	货拉拉这次给了多少钱。😓
1	好看的快挺好
1	非常好，没有一点失望啊
1	前面剧情还可以，后面就有点不吸引人了
1	剧情不错有看点喜剧加爱情民族英雄
0	看得我都快气背过气去了，不过有人在笑，我能说什么，自己找原因算是
1	感觉一般，总觉得很多设定不连贯
1	剧情还不错，笑点也很多。
1	宇宙这么大，我们还会遇见！
1	很不错  非常完美的一部剧
1	还阔以，一直相信沈腾
1	太搞笑了！！
1	可以👍，推荐吧
0	难看，一直打哈欠！剧情老套，没有笑点没有泪点！
1	挺不错的，含腾量挺高的
1	沈腾 真的是大英雄哦 有点意思
0	不咋地，只有一点点部分好看
1	这部电影真的太好看了
1	😂 笑点 那个演的哭的有点不入戏，个人感觉，但还是很好看
1	好看。感人 励志
1	还不错，宇宙里的俗故事
1	很好看呐..
1	搞笑就对了  很久没有看过电影了！剧情太夸张了点 ！脑筋反转😂结尾有点没想到啊
1	好看的，有层次，有哭有笑
1	剧情层层递进 ，前半部分笑点密集，后面情感线比较多，舍小生保大生，比较感人。虽然是剧本，可是想一想，如果真的是自己一人，孤独感和恐惧感会爆棚吧。每一位演员都不容易，同行的小朋友（6岁）在结尾都哭了……很好的一部剧，含腾量百分百。
1	挺好看的，超级喜欢
1	比较典型的。
1	剧情棒，不拖沓，强烈推荐
1	非常欧克，电影灰常灰常的好看 歪瑞歪瑞古德，你可以永远相信，沈腾玛丽，这个cp
1	这是今年目前为止看的最搞笑的电影，2小时还是有很多内容可以看的
1	真的好看，暑期我觉得最好看的一部电影了 🌟 推荐  😊 演技  🌅 画面  😭 哭点  😂 笑点  🥚 彩蛋  🎉闪光点
1	很好看的一部电影🎦，可以和朋友周末快乐一下
1	不错，先说好消息，再说坏消息，
1	中等偏上，蛮不错的
1	非常好看，就是本来是想看搞笑片的，结果是个悲情片，结局不喜欢😔
1	剧情可以，画质也不错
1	能演好喜剧的人演悲剧一定不会差 抱着看喜剧片的心情去看是我错了 电影结束后吃完饭也在哭 看到海报也哭 就是不理解为什么喜剧片的最后是刀片
1	非常棒的电影，搞笑，励志，煽情…情感非常丰富
1	还可以吧 没那么惊艳
1	极力推荐 ...
1	没看忘了退也不好退了，损失了一百多。。。
0	好看又好笑，不错
1	一般吧，将就看
1	特别好很喜欢
1	好看！好看！好看！哭哭又笑笑的一部剧，太爱沈叔叔和马丽姐了！
1	“宇宙很大，我们会相遇” 不愧是沈腾马丽，搞笑能把我笑死，泪点到了控制不住抹眼泪……真的好久没这么痛快的看电影了！好久没感受整个影厅大家一起笑！我旁边有人笑的直拍大腿
1	特效杠杠的!
1	好，很不错，挺好的
1	搞笑到流泪，感动到流泪，不错很值得看
1	电影很不错，孩子爱看！
1	挺好的，有笑点有泪点
1	开心麻花的电影，绝对可以，非常搞笑
1	这个没有看 票买错时间了 挺尴尬的 以为是晚上10点 结果是早上10 同志们以后买票一定要注意看
1	题材新颖！依旧的搞笑！还有小小的煽情，让你笑着流泪，又让你流泪笑着，开心麻花的电影，质量都很高！
0	本来还觉得挺搞笑的，结果，全程就靠一个袋鼠🦘马丽的演技也全程僵硬着。不是很理想
1	非常好看，前面贼搞笑   整个影院里全都是笑声   腾哥的电影必然是要看的  超好看
1	好看， 搞笑
1	挺好的，感动了
1	论搞笑还得沈腾和马丽
1	挺喜欢的，特别喜欢沈腾，最喜欢钢子
1	情节紧凑，一环接一环，伤心的时候又搞笑，搞笑的时候又伤心，不错，没有让我失望这部剧！
1	🌟 推荐 科幻喜剧，前半段搞笑，后半段煽情，整体很不错。影片的bgm都很不错，特别是在杜比厅的加持下，完美呈现了火箭升空、陨石碎片落下等大场面的环绕音效。影片的画面也非常宏大，在月球的场景，配上杜比的视觉效果，月球表面与星空的阴暗强烈杜比，带来更大的冲击力！影片的结局也很有特色，给我一种奇特的感觉，再买张杜比影院的票，二刷走起！
1	凑活吧，一般般
0	我觉得真的一般吧
1	正能量的大片
1	沈马yyds！！称之为年度最佳电影
1	在哭了，必备纸巾✓
1	剧情安排跌宕起伏，含腾量特别高，喜剧之中蕴含大爱哲理，很不错的电影
1	很好看很喜欢
0	没看懂 看的都睡着了
1	不好看，也不感人
1	很棒，不要当喜剧去看，这是一部很有诚意的科幻片！！！画面满分！剧情满分！腾哥演技满分！情怀满分！！！
1	好看，有喜感也好感动
0	还行，特效有点假了
1	很好看，有时间可以去看看
1	看到最后眼泪出来了，很感人
1	剧情紧凑，值得一看
1	有感动有欢乐  值得一看
1	很不错，非常好看
1	真的好看前面搞笑后面感人 🌟 推荐  😊 演技  😭 哭点  😂 笑点
1	还可以，连续有笑声
1	非常好看的“搞笑片”！！！强推强推 🌟 推荐
1	这个电影棒极了
0	不好看，失望
1	喜欢看喜剧，很好看，有爆笑有感人
1	好笑的，可以尝试
1	适合孩子看。
1	真的好看，又搞笑又感动
1	超级无敌克拉斯
1	强烈推荐，特别好看，很搞笑也感动
1	虽说作为开心麻花的电影，搞笑的部分有点不及格，但是整体完成度非常高，剧情方面有借鉴流浪地球，有些地方有些离谱，不过也还算演出了自己的特色。另外演员演技基本都在线，也让影片加分不少。总体来说还是值得去电影院观看的。顺带一提，这袋鼠是真的厉害……
1	剧情还可以，有沈腾喜剧效果很好，这半年来的好片子了
1	有点超出预期，还是值票钱
1	剧情很好，和以往的喜剧不一样我都想哭了，希望开心麻花再接再厉。
1	很好看！值得推荐！沈腾不会让人失望
1	沈腾还是那么的搞笑
1	好看，自己去
1	很可以的，很好看
1	相信沈腾马丽 从不会让人失望的……搞笑又带点催泪、满满正能量……
1	还是不错的。期待下一部作品
0	超级烂的电影，送袋鼠上月球，剧情拖垮，还要偷票房，2022年史上第一部烂片
0	不好看，挺失望的，没什么笑点
1	很好看，故事情节还行
1	总体还算可以。笑点有，催泪也有，窜了好几部影片，
1	不让带吃的  这样的影院没意思
1	《独行月球》必须赞的一部电影
1	好看好看！乐死了
1	可以，大家去看吧
0	不明所以 除了袋鼠没有看点 无趣
1	可以决绝一啊
1	因为疫情影院零星几个人，有一种包场的感觉前面笑的很放肆，泪点笑点多的一批在独孤月以为世界真的就剩自己放弃时全世界为他点起星星之火，还有顶流刚子不愧是顶流！！以及韬韬的假发真的是我影响最深的笑点，小女孩的哭戏也是很赞👍🏻最主要的是虽然是一个镜头但是确实很好笑的徐志胜🤦🏻‍♂️(脱口秀届鹿晗)其实从一早开始独孤月就不是单恋！！🥺(我不管)
1	可爱的袋鼠🦘，好看
1	梗很多 偏科幻方面吧 喜剧在这部电影倒是成了次要  印象最深：我不会就这样轻易地go die！​ 这里把我给整笑了   值得一看的电影
1	作为一个喜剧电影，能让我笑出声我觉得他就是好看的，不要和我说电影应该怎么样，它合我胃口我就觉得好看
1	沈马党冲吧，虽然对手戏很少，但是cp感直冲荧幕。顺带提一句，刚子我爱你。
0	真的很无聊，营销号做的不错👍
1	剧情不探讨（个人觉得一般般），题材意义非凡（中国人拯救世界），部分笑点还是有的（沈腾老师优秀）
1	沈腾马丽从未让人失望过，袋鼠刚子顶顶好
1	非常不错 👍！
1	还不错，很好看！
1	很热闹，很搞笑
1	值得一看，支持
1	好，真的很好看
1	独行月球真的超级超级好看，是我这两年看到最好看的电影，电影画面很震撼，很宏大，哭死我了，呜呜呜
1	疫情之后第一次能吸引我去看的院线电影🎉 整体感受 全程高速笑点 也有泪点 一个字 赞 ✨ 喜欢的角色沈腾  🎞 印象深刻的片段 最后彩蛋
1	好看，太好看了
1	非常精彩，女儿全程看的津津有味！
1	还行吧呢呢！
1	至少应该把金刚鼠放在马丽的旁边，也就是第四位吧。这位幕后演员也是成就整部电影的点睛之笔
0	很无聊，看一半看不下去了
1	剧情笑点多，催泪在彩蛋。但是电影院环境太差了，隔音不好，隔壁的电影这边也听的一清二楚，电影太顶了，最佳出演“刚子哥”笑翻了
1	可以，我觉得还不错，并没有别人说的那么难看
1	网上下单的时候还有点担心，结果到店一看跟图片描述的基本没有差，没有任何问题！
1	别叨叨什么周某某电影的深度，一场喜剧而已，看个热闹，大家不就是图个哈哈大笑么。何况，还有能哭的。所以，含腾量那么高，值得看看。
1	超级好笑好看
1	这一分的差评给了个人牺牲主义
1	1 好看  刚子也好看
1	1ing明敏您陌陌
1	看了两遍 真的好好看🤩虽然是be不过每次哭点后立马是笑点🤧🥹🤣  制做的月球和小刚的特效都特别好 不拉胯 贼喜欢🦘袋鼠拉车那段 推荐推荐！！！
1	很好看 和妈妈二刷
1	剧情不错，演技好！！
1	只可惜后来主角没有回到地球
1	太棒了，就是最后哭惨 拍的好好
1	本来以为中国救世电影全是垃圾  这部电影改变了我的看法。 百花奖就是个垃圾。
0	有笑点但整体感觉一般般、没特别吸引人和想念
0	作为科幻片，整个故事情节过于俗气了，分是给月球和整体画面感的，但一个电影最重要的是故事内容，而不是明星、特效和所谓的浪漫
1	剧情可以
1	还行吧！中规中矩，没有惊喜！
1	搞笑点不多，但还不错
1	这种事情能把我难倒吗？ 倒了！倒了倒了倒了倒了！
1	宇航员本是一门神圣的工作，一旦走上了这门工作就背上了一副使命感、责任感！  🌅 画面 里面在月球里的画质，把月球的细小颗粒拍的非常细腻！
1	再见啦，记忆里我爱的温暖少年
0	剧情很老套，喜剧成分不高，玩的都是老梗，如果要看喜剧的我觉得可以斟酌一下，但这个电影特效很足，画面很牛...虽然我是冲着看喜剧去的，但是特效我也觉得做的能够值回票钱，但还是有点可惜，没有把我笑到
1	演技无可挑剔，剧情也可以，但受不了这个结尾。袋鼠都活下来了，主角死了
1	笑点泪点均在线，是部让我看了立马有想二刷的电影，腾哥  丽姐👍🏿
1	前边搞笑，后边感人，背景音乐好听哈哈哈
1	总的来说不错
1	笑点不落俗套，值得一看。
1	画面感特别好，堪比美国大片其中让我又哭又笑。简直就是视觉上的震撼。
1	非常满意  挺搞笑的 也挺触动人心的 后面有点小感动
1	好看。搞笑！
1	剧情挺好 幽默搞笑又不缺启示 结局也很独特 让人感慨 是个还不错的电影
0	这么高的分咋个得来的？
1	很用心很不错，最近好片子真的太少，赞！！！
0	作为喜剧来说，不怎么搞笑，剧情比较一般，大概就是你看到开头就猜到结尾那种。最震撼应该就是后面半个小时了，沈腾在太空翻转那段，感觉特效还是很不错的，有被震撼到。烂梗，谐音梗太多，太老套，可能笑点在沈腾被袋鼠揍了？不清楚，因为没get到。不过灾难片，英雄主义表现力来说的话，还是可以的
0	还不错吧，没有什么意义吗
1	没有想象中那么好看。搞笑的地方不是很多。
1	不错，除了常远和那群难民让我觉得有点尬，其他不错。冲着沈叔叔去的，光坐那就觉得好笑。歌曲也好听。代入感很强，有笑点有泪点，最后那句印象深刻:宇宙这么大，还会再遇见。会让人共情。黄才伦也8错 🌅 画面  🎉闪光点  🌟 推荐
1	值得看，笑中带着泪
1	真的很搞笑！
1	带5岁儿子去的，不该带孩子去看，坐不住。
1	绝对今年最搞笑，最好看的电影，沈腾出品，必定精品！！
1	可以还行💎🎀💮
1	又搞笑又感动，疫情期间不错的影片了
1	😂 笑点  独孤月跟金刚鼠斗智斗勇那一段真的笑死我了  😭 哭点  爆炸的那一瞬间真的忍住不了 爆哭 如果独孤月还活着那他和马蓝星应该很幸福吧😭
1	剧情非常精彩，挺不错的
1	世界那么大，我们会遇见
0	垃圾中垃圾！很久没看这么垃圾的电影了！真不知道猫眼高评分是怎么得来的！剧情垃圾！演出垃圾！也没什么搞笑的，开心麻花只顾着骗老百姓赚钱了吗？
1	真的太好看了不要听黑粉的巨好看后面
1	算是目前最好看的科幻喜剧了！
1	很好看，时候带小朋友去看
1	太好看啦 太好看啦
1	画面不错，好，震撼
1	真的不错！ 刚子加油
1	震撼，开心麻花出品，必属精品，沈腾独孤月和袋鼠刚子是整部剧的重要线索之一，马主任无懈配合，给地球带来希望，是和平世界的一道光，希望我国月球探索能有新的发展，正如人类一小步，社会进步一大步，虽然笑点很多，但是更能引起人类的共鸣，希望能多多出品有教育意义的影片，具有正能量的影片
1	画面有时候像动画，都是比某堡垒画质好多了。
1	剧情还是可以的，很连贯、简洁、通俗易懂，不绕弯子，无尬点，适合大众。 最值得表扬的是电影特效，真的要给个👍 ，特效是真的帮，是真的用心在做，完全可以是作中国科幻电影里程碑，上一个值得称赞的科幻电影是流浪地球。 如果长津湖拿出独行月球的特效制作完全可以更逼真、更让观众身临其境。 最后说一下，含腾量高就是不一样，沈腾，中国电影不能没有你。
1	特效做的不错，含腾量非常高，结局有点揪心
1	8月4日13：14❤️
1	挺搞笑也很感人特别喜欢沈腾的电影只要是沈腾的电影我都会看
1	一直在睡觉！
0	不太推荐大家看
0	想去看喜剧的，结果从头到尾煽情
1	好久没有看过这么棒的喜剧了，沈腾再一次证明了自己是一个出色的演员，能够吸引观众们的兴趣，影片虽然还是以喜剧为主，但是电影里恰到好处的经典配乐加上其生动的表演，为电影更增添了色彩，剧情方面包袱推动了剧情的前进，使电影更加有趣，最后，这部电影的特效部分尤为出色，完全可以当做科幻片去欣赏，建议在IMAX、杜比等特效厅观看。
1	真心不错 好笑又好哭
1	袋鼠特效真的做的很好，两位老师的演技也很棒！
0	和英涌哥去的，爷给他的生日礼物，很搞笑很推荐
1	剧情不错，电影院环境也还好
0	一部喜剧最后变成一部悲剧，这是我没有想到的呵呵^_^
1	真不错呀 这才是开心麻花正常的水准！
0	仅仅是一般般，除了沈腾，其他人演技基本不在线。
1	有笑点有泪点！必须给个满分赞一下开心麻花！
0	跟以前没有办法比了不高兴了
1	笑着笑着就哭了，含腾量100%
1	本以为会很搞笑，没想到笑中带泪，看哭了
1	中规中矩吧 ！
1	喜剧放松又不失意义
1	很棒的片子，有欢乐也有泪水。 孩子一会笑一会哭，很值得看的好片子
1	可能期待太高，看下来还行。
1	好看 无尿点 ！无厘头搞笑！最后的牺牲又笑中有泪
1	大制作呀 经费在燃烧
1	电影还行，影院不太行，看着看着画面就模糊了，不过后来补了一张电影兑换票
1	good！！含腾量高
1	有笑点，也有点尬笑😅
1	对个人而言可能因为沈叔叔，马丽期待过高了！ 我没有大笑很多
1	值得推荐，！！！
1	刚开始很搞笑，后面的挺催泪的
1	七夕很适合看
1	很好看，。。
1	画质很好，剧情不错，笑中带泪
1	搞笑，沈式喜剧
1	搞笑哈哈哈哈
0	妈啊沈腾看着太油腻了
1	虽是喜剧却又催人泪下，看得挺感动的，也是一部很正能量的电影。
1	不错，有搞笑，也有感动
